Time (s)	Signal (V)
0.007492	1.991390
0.007493	1.994612
0.007494	1.949500
0.007495	1.842681
0.007496	1.663522
0.007497	1.402518
0.007498	1.054191
0.007499	0.622086
0.007500	0.120704
0.007501	-0.422244
0.007502	-0.964226
0.007503	-1.482363
0.007504	-1.835038
0.007505	-1.996151
0.007506	-1.914628
0.007507	-1.565980
0.007508	-0.968092
0.007509	-0.187343
0.007510	0.653825
0.007511	1.400262
0.007512	1.886343
0.007513	1.978339
0.007514	1.618893
0.007515	0.858277
0.007516	-0.138687
0.007517	-1.120021
0.007518	-1.808777
0.007519	-1.988095
0.007520	-1.576936
0.007521	-0.676318
0.007522	0.447601
0.007523	1.437318
0.007524	1.962067
0.007525	1.835753
0.007526	1.088508
0.007527	-0.031869
0.007528	-1.143060
0.007529	-1.864522
0.007530	-1.949589
0.007531	-1.375384
0.007532	-0.344749
0.007533	0.792221
0.007534	1.662072
0.007535	1.996062
0.007536	1.707506
0.007537	0.909511
0.007538	-0.141748
0.007539	-1.134682
0.007540	-1.804266
0.007541	-1.995990
0.007542	-1.694065
0.007543	-1.006437
0.007544	-0.118064
0.007545	0.768054
0.007546	1.478241
0.007547	1.898910
0.007548	1.988167
0.007549	1.770018
0.007550	1.311811
0.007551	0.706187
0.007552	0.046753
0.007553	-0.539373
0.007554	-1.087315
0.007555	-1.515713
0.007556	-1.807327
0.007557	-1.963928
0.007558	-1.999534
0.007559	-1.934767
0.007560	-1.794438
0.007561	-1.601264
0.007562	-1.375384
0.007563	-1.134843
0.007564	-0.891403
0.007565	-0.657307
0.007566	-0.435939
0.007567	-0.233421
0.007568	-0.049270
0.007569	0.113937
0.007570	0.258294
0.007571	0.385250
0.007572	0.496257
0.007573	0.593730
0.007574	0.679603
0.007575	0.756776
0.007576	0.826216
0.007577	0.891628
0.007578	0.953656
0.007579	1.015524
0.007580	1.077391
0.007581	1.142642
0.007582	1.210793
0.007583	1.284099
0.007584	1.362723
0.007585	1.446341
0.007586	1.535598
0.007587	1.627110
0.007588	1.720073
0.007589	1.808686
0.007590	1.889082
0.007591	1.952561
0.007592	1.991712
0.007593	1.994451
0.007594	1.949339
0.007595	1.843325
0.007596	1.663844
0.007597	1.402840
0.007598	1.054352
0.007599	0.622408
0.007600	0.121026
0.007601	-0.421761
0.007602	-0.964064
0.007603	-1.482041
0.007604	-1.834877
0.007605	-1.996312
0.007606	-1.914628
0.007607	-1.566141
0.007608	-0.968092
0.007609	-0.187826
0.007610	0.653342
0.007611	1.400262
0.007612	1.885860
0.007613	1.978339
0.007614	1.619055
0.007615	0.858438
0.007616	-0.138365
0.007617	-1.119860
0.007618	-1.808455
0.007619	-1.988257
0.007620	-1.576936
0.007621	-0.675674
0.007622	0.447762
0.007623	1.437479
0.007624	1.962550
0.007625	1.836075
0.007626	1.088508
0.007627	-0.031869
0.007628	-1.143221
0.007629	-1.864361
0.007630	-1.949589
0.007631	-1.375867
0.007632	-0.344910
0.007633	0.792382
0.007634	1.662394
0.007635	1.995579
0.007636	1.707667
0.007637	0.909189
0.007638	-0.141587
0.007639	-1.135005
0.007640	-1.804105
0.007641	-1.995990
0.007642	-1.693904
0.007643	-1.006598
0.007644	-0.118226
0.007645	0.768376
0.007646	1.478241
0.007647	1.898588
0.007648	1.988812
0.007649	1.770341
0.007650	1.312133
0.007651	0.706187
0.007652	0.046592
0.007653	-0.539856
0.007654	-1.087315
0.007655	-1.515552
0.007656	-1.807649
0.007657	-1.963928
0.007658	-1.999212
0.007659	-1.934767
0.007660	-1.794116
0.007661	-1.600942
0.007662	-1.375384
0.007663	-1.134199
0.007664	-0.891242
0.007665	-0.656662
0.007666	-0.435939
0.007667	-0.233099
0.007668	-0.049753
0.007669	0.113615
0.007670	0.258455
0.007671	0.385089
0.007672	0.496418
0.007673	0.593730
0.007674	0.679603
0.007675	0.756615
0.007676	0.826216
0.007677	0.891305
0.007678	0.954139
0.007679	1.015524
0.007680	1.077552
0.007681	1.142642
0.007682	1.210471
0.007683	1.283616
0.007684	1.362400
0.007685	1.446502
0.007686	1.535598
0.007687	1.627110
0.007688	1.719912
0.007689	1.809008
0.007690	1.888599
0.007691	1.952722
0.007692	1.991712
0.007693	1.994934
0.007694	1.949016
0.007695	1.843003
0.007696	1.664005
0.007697	1.402518
0.007698	1.054191
0.007699	0.622247
0.007700	0.121026
0.007701	-0.422083
0.007702	-0.964387
0.007703	-1.482041
0.007704	-1.834877
0.007705	-1.996312
0.007706	-1.914628
0.007707	-1.566302
0.007708	-0.967931
0.007709	-0.187826
0.007710	0.653986
0.007711	1.400101
0.007712	1.886021
0.007713	1.978017
0.007714	1.619216
0.007715	0.858116
0.007716	-0.138848
0.007717	-1.119538
0.007718	-1.808777
0.007719	-1.988418
0.007720	-1.577097
0.007721	-0.675996
0.007722	0.447440
0.007723	1.437802
0.007724	1.962389
0.007725	1.835592
0.007726	1.088991
0.007727	-0.031708
0.007728	-1.143060
0.007729	-1.863877
0.007730	-1.950073
0.007731	-1.375545
0.007732	-0.344910
0.007733	0.792382
0.007734	1.661750
0.007735	1.995901
0.007736	1.707667
0.007737	0.909189
0.007738	-0.141426
0.007739	-1.135166
0.007740	-1.803943
0.007741	-1.995829
0.007742	-1.694065
0.007743	-1.006598
0.007744	-0.118226
0.007745	0.768215
0.007746	1.477919
0.007747	1.898910
0.007748	1.988651
0.007749	1.770341
0.007750	1.311811
0.007751	0.706026
0.007752	0.046753
0.007753	-0.539212
0.007754	-1.087476
0.007755	-1.516035
0.007756	-1.807810
0.007757	-1.963928
0.007758	-1.999696
0.007759	-1.934928
0.007760	-1.794438
0.007761	-1.601264
0.007762	-1.375223
0.007763	-1.134682
0.007764	-0.891403
0.007765	-0.657146
0.007766	-0.435939
0.007767	-0.232776
0.007768	-0.049431
0.007769	0.114259
0.007770	0.258455
0.007771	0.385573
0.007772	0.496579
0.007773	0.594213
0.007774	0.679925
0.007775	0.756776
0.007776	0.826216
0.007777	0.891144
0.007778	0.953817
0.007779	1.015362
0.007780	1.077391
0.007781	1.142158
0.007782	1.210954
0.007783	1.283777
0.007784	1.362562
0.007785	1.446663
0.007786	1.535598
0.007787	1.627110
0.007788	1.719590
0.007789	1.808847
0.007790	1.889243
0.007791	1.952883
0.007792	1.991551
0.007793	1.994612
0.007794	1.949178
0.007795	1.843003
0.007796	1.664166
0.007797	1.402518
0.007798	1.054352
0.007799	0.621764
0.007800	0.120865
0.007801	-0.421600
0.007802	-0.964226
0.007803	-1.482041
0.007804	-1.834877
0.007805	-1.996151
0.007806	-1.914950
0.007807	-1.566302
0.007808	-0.968092
0.007809	-0.187987
0.007810	0.653986
0.007811	1.399618
0.007812	1.885698
0.007813	1.977856
0.007814	1.618732
0.007815	0.858438
0.007816	-0.138042
0.007817	-1.119699
0.007818	-1.808616
0.007819	-1.988095
0.007820	-1.576936
0.007821	-0.676157
0.007822	0.447601
0.007823	1.437318
0.007824	1.962711
0.007825	1.836075
0.007826	1.088669
0.007827	-0.031547
0.007828	-1.143060
0.007829	-1.864361
0.007830	-1.949751
0.007831	-1.376029
0.007832	-0.345072
0.007833	0.791738
0.007834	1.662072
0.007835	1.995740
0.007836	1.707989
0.007837	0.909672
0.007838	-0.140781
0.007839	-1.134521
0.007840	-1.803621
0.007841	-1.995990
0.007842	-1.694226
0.007843	-1.006920
0.007844	-0.118387
0.007845	0.767732
0.007846	1.478080
0.007847	1.898749
0.007848	1.988651
0.007849	1.769857
0.007850	1.311972
0.007851	0.706187
0.007852	0.046431
0.007853	-0.539695
0.007854	-1.087638
0.007855	-1.516035
0.007856	-1.807649
0.007857	-1.964090
0.007858	-1.999857
0.007859	-1.935250
0.007860	-1.793632
0.007861	-1.600942
0.007862	-1.375384
0.007863	-1.134360
0.007864	-0.891403
0.007865	-0.656662
0.007866	-0.435939
0.007867	-0.232776
0.007868	-0.049270
0.007869	0.113454
0.007870	0.258133
0.007871	0.384928
0.007872	0.496096
0.007873	0.593086
0.007874	0.679442
0.007875	0.756454
0.007876	0.826538
0.007877	0.891467
0.007878	0.953817
0.007879	1.015524
0.007880	1.077552
0.007881	1.142481
0.007882	1.210954
0.007883	1.283777
0.007884	1.362723
0.007885	1.446502
0.007886	1.535436
0.007887	1.627433
0.007888	1.719751
0.007889	1.808847
0.007890	1.888760
0.007891	1.952722
0.007892	1.991551
0.007893	1.994612
0.007894	1.949016
0.007895	1.842681
0.007896	1.664005
0.007897	1.402357
0.007898	1.054352
0.007899	0.622569
0.007900	0.121187
0.007901	-0.421761
0.007902	-0.964064
0.007903	-1.482202
0.007904	-1.834716
0.007905	-1.996473
0.007906	-1.914950
0.007907	-1.566463
0.007908	-0.968092
0.007909	-0.187987
0.007910	0.653664
0.007911	1.399779
0.007912	1.885698
0.007913	1.978661
0.007914	1.619055
0.007915	0.858277
0.007916	-0.138365
0.007917	-1.119699
0.007918	-1.808938
0.007919	-1.987612
0.007920	-1.576936
0.007921	-0.676318
0.007922	0.447601
0.007923	1.437640
0.007924	1.962550
0.007925	1.836236
0.007926	1.088347
0.007927	-0.031547
0.007928	-1.142899
0.007929	-1.864361
0.007930	-1.949589
0.007931	-1.375867
0.007932	-0.345233
0.007933	0.791738
0.007934	1.661911
0.007935	1.995901
0.007936	1.707828
0.007937	0.909511
0.007938	-0.141265
0.007939	-1.134682
0.007940	-1.804266
0.007941	-1.995990
0.007942	-1.694226
0.007943	-1.007081
0.007944	-0.118226
0.007945	0.768537
0.007946	1.477919
0.007947	1.898910
0.007948	1.989134
0.007949	1.770018
0.007950	1.312294
0.007951	0.706509
0.007952	0.046753
0.007953	-0.539695
0.007954	-1.087638
0.007955	-1.516035
0.007956	-1.807810
0.007957	-1.964412
0.007958	-1.999696
0.007959	-1.935411
0.007960	-1.794921
0.007961	-1.601908
0.007962	-1.375545
0.007963	-1.134199
0.007964	-0.891564
0.007965	-0.656985
0.007966	-0.435778
0.007967	-0.232937
0.007968	-0.049753
0.007969	0.113454
0.007970	0.258133
0.007971	0.385250
0.007972	0.495935
0.007973	0.593408
0.007974	0.679281
0.007975	0.756132
0.007976	0.826055
0.007977	0.891144
0.007978	0.954301
0.007979	1.015201
0.007980	1.077391
0.007981	1.142320
0.007982	1.210954
0.007983	1.283616
0.007984	1.362400
0.007985	1.446502
0.007986	1.535114
0.007987	1.627271
0.007988	1.719751
0.007989	1.808847
0.007990	1.888921
0.007991	1.952883
0.007992	1.991712
0.007993	1.994451
0.007994	1.949339
0.007995	1.842681
0.007996	1.663844
0.007997	1.402518
0.007998	1.054191
0.007999	0.622569
0.008000	0.121026
0.008001	-0.422083
0.008002	-0.964226
0.008003	-1.481879
0.008004	-1.834716
0.008005	-1.996151
0.008006	-1.914950
0.008007	-1.566463
0.008008	-0.968092
0.008009	-0.187665
0.008010	0.653664
0.008011	1.400101
0.008012	1.885537
0.008013	1.978339
0.008014	1.619055
0.008015	0.858438
0.008016	-0.138365
0.008017	-1.119699
0.008018	-1.808616
0.008019	-1.988418
0.008020	-1.577097
0.008021	-0.676479
0.008022	0.447601
0.008023	1.437318
0.008024	1.962389
0.008025	1.836236
0.008026	1.088991
0.008027	-0.031547
0.008028	-1.142738
0.008029	-1.864200
0.008030	-1.949589
0.008031	-1.375384
0.008032	-0.345233
0.008033	0.791577
0.008034	1.661911
0.008035	1.995740
0.008036	1.707828
0.008037	0.909833
0.008038	-0.140942
0.008039	-1.134521
0.008040	-1.804105
0.008041	-1.995507
0.008042	-1.694548
0.008043	-1.006920
0.008044	-0.118387
0.008045	0.767893
0.008046	1.477919
0.008047	1.898749
0.008048	1.988651
0.008049	1.769857
0.008050	1.311811
0.008051	0.706348
0.008052	0.046753
0.008053	-0.539534
0.008054	-1.087638
0.008055	-1.515713
0.008056	-1.807488
0.008057	-1.963928
0.008058	-1.999857
0.008059	-1.935089
0.008060	-1.794921
0.008061	-1.601425
0.008062	-1.375867
0.008063	-1.134682
0.008064	-0.891725
0.008065	-0.656985
0.008066	-0.435939
0.008067	-0.233421
0.008068	-0.049592
0.008069	0.113776
0.008070	0.258294
0.008071	0.384767
0.008072	0.496096
0.008073	0.593408
0.008074	0.679281
0.008075	0.755971
0.008076	0.826055
0.008077	0.890822
0.008078	0.953656
0.008079	1.014718
0.008080	1.077069
0.008081	1.142158
0.008082	1.210632
0.008083	1.284260
0.008084	1.362884
0.008085	1.446341
0.008086	1.535436
0.008087	1.627271
0.008088	1.720073
0.008089	1.808525
0.008090	1.888437
0.008091	1.953205
0.008092	1.991712
0.008093	1.995256
0.008094	1.949016
0.008095	1.843325
0.008096	1.664005
0.008097	1.402518
0.008098	1.054191
0.008099	0.622408
0.008100	0.121187
0.008101	-0.421922
0.008102	-0.963903
0.008103	-1.482202
0.008104	-1.835038
0.008105	-1.996473
0.008106	-1.915111
0.008107	-1.566625
0.008108	-0.968253
0.008109	-0.188148
0.008110	0.653181
0.008111	1.399618
0.008112	1.885537
0.008113	1.978017
0.008114	1.619538
0.008115	0.858761
0.008116	-0.138365
0.008117	-1.119054
0.008118	-1.808777
0.008119	-1.988418
0.008120	-1.577419
0.008121	-0.676318
0.008122	0.447601
0.008123	1.437318
0.008124	1.962067
0.008125	1.836075
0.008126	1.088991
0.008127	-0.031386
0.008128	-1.142577
0.008129	-1.864200
0.008130	-1.950073
0.008131	-1.375867
0.008132	-0.345233
0.008133	0.791415
0.008134	1.661750
0.008135	1.995740
0.008136	1.707506
0.008137	0.909511
0.008138	-0.141103
0.008139	-1.134521
0.008140	-1.804266
0.008141	-1.995990
0.008142	-1.694226
0.008143	-1.007243
0.008144	-0.118548
0.008145	0.767893
0.008146	1.477919
0.008147	1.899071
0.008148	1.988651
0.008149	1.769696
0.008150	1.312294
0.008151	0.706348
0.008152	0.047076
0.008153	-0.539695
0.008154	-1.087315
0.008155	-1.516035
0.008156	-1.807971
0.008157	-1.964412
0.008158	-1.999857
0.008159	-1.935089
0.008160	-1.794760
0.008161	-1.601586
0.008162	-1.375867
0.008163	-1.134843
0.008164	-0.891725
0.008165	-0.657146
0.008166	-0.436100
0.008167	-0.233260
0.008168	-0.049270
0.008169	0.113293
0.008170	0.257649
0.008171	0.385089
0.008172	0.495935
0.008173	0.593569
0.008174	0.679120
0.008175	0.756454
0.008176	0.825732
0.008177	0.891144
0.008178	0.953495
0.008179	1.014557
0.008180	1.076908
0.008181	1.141836
0.008182	1.210148
0.008183	1.283133
0.008184	1.361756
0.008185	1.446824
0.008186	1.535275
0.008187	1.627433
0.008188	1.719751
0.008189	1.808847
0.008190	1.888760
0.008191	1.952722
0.008192	1.991873
0.008193	1.994773
0.008194	1.949178
0.008195	1.842520
0.008196	1.664166
0.008197	1.402357
0.008198	1.054352
0.008199	0.622408
0.008200	0.121187
0.008201	-0.421600
0.008202	-0.964226
0.008203	-1.482041
0.008204	-1.834716
0.008205	-1.996312
0.008206	-1.915111
0.008207	-1.566625
0.008208	-0.968253
0.008209	-0.188148
0.008210	0.653503
0.008211	1.399779
0.008212	1.886021
0.008213	1.978017
0.008214	1.619216
0.008215	0.858922
0.008216	-0.138526
0.008217	-1.119538
0.008218	-1.808455
0.008219	-1.988418
0.008220	-1.577258
0.008221	-0.676479
0.008222	0.447279
0.008223	1.437157
0.008224	1.962389
0.008225	1.836075
0.008226	1.088991
0.008227	-0.031547
0.008228	-1.142899
0.008229	-1.864522
0.008230	-1.950234
0.008231	-1.376029
0.008232	-0.345394
0.008233	0.791738
0.008234	1.662072
0.008235	1.995740
0.008236	1.707828
0.008237	0.909833
0.008238	-0.140781
0.008239	-1.134360
0.008240	-1.803943
0.008241	-1.996473
0.008242	-1.694387
0.008243	-1.007404
0.008244	-0.118870
0.008245	0.767732
0.008246	1.478080
0.008247	1.898749
0.008248	1.988973
0.008249	1.770180
0.008250	1.312455
0.008251	0.706831
0.008252	0.047398
0.008253	-0.539534
0.008254	-1.087638
0.008255	-1.515874
0.008256	-1.807971
0.008257	-1.964251
0.008258	-2.000179
0.008259	-1.935734
0.008260	-1.794921
0.008261	-1.601586
0.008262	-1.375867
0.008263	-1.135005
0.008264	-0.892208
0.008265	-0.657146
0.008266	-0.435939
0.008267	-0.232937
0.008268	-0.049592
0.008269	0.114098
0.008270	0.258294
0.008271	0.385250
0.008272	0.495935
0.008273	0.593569
0.008274	0.679603
0.008275	0.756293
0.008276	0.825894
0.008277	0.890822
0.008278	0.953334
0.008279	1.014718
0.008280	1.076585
0.008281	1.142158
0.008282	1.210148
0.008283	1.283455
0.008284	1.361595
0.008285	1.445857
0.008286	1.534631
0.008287	1.626305
0.008288	1.719429
0.008289	1.808686
0.008290	1.889082
0.008291	1.953044
0.008292	1.992195
0.008293	1.995095
0.008294	1.949178
0.008295	1.843164
0.008296	1.664005
0.008297	1.403001
0.008298	1.054835
0.008299	0.622569
0.008300	0.121187
0.008301	-0.421278
0.008302	-0.964064
0.008303	-1.482202
0.008304	-1.834877
0.008305	-1.996473
0.008306	-1.915272
0.008307	-1.566463
0.008308	-0.968253
0.008309	-0.188309
0.008310	0.653181
0.008311	1.400101
0.008312	1.885698
0.008313	1.978339
0.008314	1.619377
0.008315	0.858761
0.008316	-0.138203
0.008317	-1.119377
0.008318	-1.808616
0.008319	-1.988418
0.008320	-1.577580
0.008321	-0.676801
0.008322	0.447118
0.008323	1.437157
0.008324	1.962389
0.008325	1.836075
0.008326	1.089313
0.008327	-0.031064
0.008328	-1.142899
0.008329	-1.864200
0.008330	-1.949912
0.008331	-1.376351
0.008332	-0.345555
0.008333	0.791577
0.008334	1.662233
0.008335	1.996223
0.008336	1.708151
0.008337	0.909995
0.008338	-0.140942
0.008339	-1.134199
0.008340	-1.804105
0.008341	-1.996151
0.008342	-1.694065
0.008343	-1.007404
0.008344	-0.118870
0.008345	0.768215
0.008346	1.477919
0.008347	1.899071
0.008348	1.988973
0.008349	1.770663
0.008350	1.312616
0.008351	0.706670
0.008352	0.047076
0.008353	-0.539695
0.008354	-1.087154
0.008355	-1.516035
0.008356	-1.807810
0.008357	-1.964573
0.008358	-2.000179
0.008359	-1.935573
0.008360	-1.794921
0.008361	-1.601747
0.008362	-1.375867
0.008363	-1.134521
0.008364	-0.892047
0.008365	-0.656985
0.008366	-0.436100
0.008367	-0.233260
0.008368	-0.049753
0.008369	0.113615
0.008370	0.258133
0.008371	0.384928
0.008372	0.496096
0.008373	0.593408
0.008374	0.679281
0.008375	0.756454
0.008376	0.826377
0.008377	0.891144
0.008378	0.953334
0.008379	1.014879
0.008380	1.076585
0.008381	1.141836
0.008382	1.209987
0.008383	1.283455
0.008384	1.361756
0.008385	1.446018
0.008386	1.534148
0.008387	1.626144
0.008388	1.718784
0.008389	1.807719
0.008390	1.887954
0.008391	1.952561
0.008392	1.991390
0.008393	1.994934
0.008394	1.949016
0.008395	1.843164
0.008396	1.664328
0.008397	1.402679
0.008398	1.054835
0.008399	0.622892
0.008400	0.121187
0.008401	-0.421278
0.008402	-0.964064
0.008403	-1.482202
0.008404	-1.835038
0.008405	-1.996312
0.008406	-1.915111
0.008407	-1.566786
0.008408	-0.968576
0.008409	-0.188148
0.008410	0.653342
0.008411	1.399779
0.008412	1.885698
0.008413	1.978500
0.008414	1.619216
0.008415	0.858600
0.008416	-0.138203
0.008417	-1.119216
0.008418	-1.808616
0.008419	-1.988418
0.008420	-1.577580
0.008421	-0.676640
0.008422	0.447118
0.008423	1.436996
0.008424	1.962711
0.008425	1.836720
0.008426	1.089636
0.008427	-0.030903
0.008428	-1.143382
0.008429	-1.864361
0.008430	-1.950073
0.008431	-1.376512
0.008432	-0.345555
0.008433	0.791254
0.008434	1.661911
0.008435	1.995901
0.008436	1.708312
0.008437	0.910156
0.008438	-0.140942
0.008439	-1.134682
0.008440	-1.804105
0.008441	-1.995990
0.008442	-1.694870
0.008443	-1.007081
0.008444	-0.118387
0.008445	0.767893
0.008446	1.477919
0.008447	1.898910
0.008448	1.989134
0.008449	1.770502
0.008450	1.312616
0.008451	0.706348
0.008452	0.047076
0.008453	-0.539534
0.008454	-1.087315
0.008455	-1.515713
0.008456	-1.807810
0.008457	-1.964251
0.008458	-1.999857
0.008459	-1.935250
0.008460	-1.794921
0.008461	-1.601747
0.008462	-1.375706
0.008463	-1.134682
0.008464	-0.891886
0.008465	-0.656985
0.008466	-0.436100
0.008467	-0.233099
0.008468	-0.049914
0.008469	0.113293
0.008470	0.258133
0.008471	0.385089
0.008472	0.496096
0.008473	0.593247
0.008474	0.679281
0.008475	0.756454
0.008476	0.826055
0.008477	0.891144
0.008478	0.953817
0.008479	1.014879
0.008480	1.077069
0.008481	1.141997
0.008482	1.210148
0.008483	1.283133
0.008484	1.361756
0.008485	1.445374
0.008486	1.534470
0.008487	1.626466
0.008488	1.718784
0.008489	1.807719
0.008490	1.887793
0.008491	1.952078
0.008492	1.990745
0.008493	1.993806
0.008494	1.948694
0.008495	1.842520
0.008496	1.664328
0.008497	1.402840
0.008498	1.054513
0.008499	0.622247
0.008500	0.121187
0.008501	-0.421439
0.008502	-0.964226
0.008503	-1.481718
0.008504	-1.835038
0.008505	-1.996473
0.008506	-1.914950
0.008507	-1.566947
0.008508	-0.968576
0.008509	-0.188309
0.008510	0.653342
0.008511	1.399457
0.008512	1.886182
0.008513	1.978339
0.008514	1.619699
0.008515	0.859083
0.008516	-0.137720
0.008517	-1.119216
0.008518	-1.808455
0.008519	-1.988418
0.008520	-1.578064
0.008521	-0.676801
0.008522	0.446634
0.008523	1.436996
0.008524	1.962550
0.008525	1.836397
0.008526	1.089636
0.008527	-0.031064
0.008528	-1.142416
0.008529	-1.864039
0.008530	-1.949751
0.008531	-1.376351
0.008532	-0.345716
0.008533	0.791415
0.008534	1.662233
0.008535	1.996545
0.008536	1.708473
0.008537	0.910156
0.008538	-0.140459
0.008539	-1.134038
0.008540	-1.804105
0.008541	-1.996312
0.008542	-1.694387
0.008543	-1.007565
0.008544	-0.118548
0.008545	0.767571
0.008546	1.478080
0.008547	1.898588
0.008548	1.988489
0.008549	1.770663
0.008550	1.312455
0.008551	0.706831
0.008552	0.047076
0.008553	-0.539373
0.008554	-1.087315
0.008555	-1.515874
0.008556	-1.807327
0.008557	-1.964412
0.008558	-2.000340
0.008559	-1.935573
0.008560	-1.795082
0.008561	-1.601425
0.008562	-1.375706
0.008563	-1.135166
0.008564	-0.892370
0.008565	-0.657146
0.008566	-0.436100
0.008567	-0.233260
0.008568	-0.049753
0.008569	0.113937
0.008570	0.257972
0.008571	0.385250
0.008572	0.495935
0.008573	0.593730
0.008574	0.679120
0.008575	0.756293
0.008576	0.826216
0.008577	0.891305
0.008578	0.953495
0.008579	1.014879
0.008580	1.077069
0.008581	1.142158
0.008582	1.210309
0.008583	1.283455
0.008584	1.361917
0.008585	1.446018
0.008586	1.533986
0.008587	1.626466
0.008588	1.718784
0.008589	1.807397
0.008590	1.887954
0.008591	1.951916
0.008592	1.990423
0.008593	1.993645
0.008594	1.948211
0.008595	1.841875
0.008596	1.663200
0.008597	1.402195
0.008598	1.054352
0.008599	0.622408
0.008600	0.121832
0.008601	-0.421761
0.008602	-0.963742
0.008603	-1.482041
0.008604	-1.835199
0.008605	-1.996312
0.008606	-1.915272
0.008607	-1.566947
0.008608	-0.968576
0.008609	-0.188309
0.008610	0.653020
0.008611	1.399940
0.008612	1.885698
0.008613	1.978823
0.008614	1.619538
0.008615	0.858761
0.008616	-0.137720
0.008617	-1.119216
0.008618	-1.808616
0.008619	-1.988418
0.008620	-1.577741
0.008621	-0.676963
0.008622	0.447118
0.008623	1.437318
0.008624	1.962389
0.008625	1.836397
0.008626	1.089474
0.008627	-0.030742
0.008628	-1.142577
0.008629	-1.864361
0.008630	-1.950073
0.008631	-1.376673
0.008632	-0.346038
0.008633	0.791738
0.008634	1.661589
0.008635	1.995901
0.008636	1.708312
0.008637	0.910317
0.008638	-0.140298
0.008639	-1.133877
0.008640	-1.803943
0.008641	-1.995990
0.008642	-1.694387
0.008643	-1.007565
0.008644	-0.118870
0.008645	0.767249
0.008646	1.477758
0.008647	1.898588
0.008648	1.988651
0.008649	1.770824
0.008650	1.312778
0.008651	0.706509
0.008652	0.046915
0.008653	-0.539051
0.008654	-1.087315
0.008655	-1.515713
0.008656	-1.807971
0.008657	-1.964412
0.008658	-2.000340
0.008659	-1.935250
0.008660	-1.794921
0.008661	-1.601908
0.008662	-1.375867
0.008663	-1.134682
0.008664	-0.891886
0.008665	-0.656985
0.008666	-0.435939
0.008667	-0.233260
0.008668	-0.049270
0.008669	0.113776
0.008670	0.258133
0.008671	0.384928
0.008672	0.495935
0.008673	0.593569
0.008674	0.679281
0.008675	0.756293
0.008676	0.826216
0.008677	0.891144
0.008678	0.953656
0.008679	1.014718
0.008680	1.077230
0.008681	1.142320
0.008682	1.210309
0.008683	1.283777
0.008684	1.361917
0.008685	1.446663
0.008686	1.534953
0.008687	1.626949
0.008688	1.719267
0.008689	1.808686
0.008690	1.887954
0.008691	1.952078
0.008692	1.990906
0.008693	1.994128
0.008694	1.948050
0.008695	1.842359
0.008696	1.663361
0.008697	1.402195
0.008698	1.054030
0.008699	0.622247
0.008700	0.121509
0.008701	-0.421761
0.008702	-0.963581
0.008703	-1.482041
0.008704	-1.835038
0.008705	-1.996473
0.008706	-1.914950
0.008707	-1.566786
0.008708	-0.968737
0.008709	-0.188470
0.008710	0.653181
0.008711	1.399940
0.008712	1.886021
0.008713	1.978339
0.008714	1.619377
0.008715	0.859083
0.008716	-0.137559
0.008717	-1.119377
0.008718	-1.808616
0.008719	-1.988418
0.008720	-1.577902
0.008721	-0.676963
0.008722	0.446957
0.008723	1.437157
0.008724	1.962550
0.008725	1.836881
0.008726	1.089958
0.008727	-0.030903
0.008728	-1.142577
0.008729	-1.864039
0.008730	-1.949912
0.008731	-1.376351
0.008732	-0.345716
0.008733	0.791254
0.008734	1.661911
0.008735	1.996384
0.008736	1.708634
0.008737	0.910156
0.008738	-0.140459
0.008739	-1.134038
0.008740	-1.803782
0.008741	-1.995990
0.008742	-1.694870
0.008743	-1.007565
0.008744	-0.119514
0.008745	0.767893
0.008746	1.477758
0.008747	1.898749
0.008748	1.988973
0.008749	1.770663
0.008750	1.313261
0.008751	0.706831
0.008752	0.047076
0.008753	-0.539534
0.008754	-1.087315
0.008755	-1.515391
0.008756	-1.807810
0.008757	-1.964573
0.008758	-2.000179
0.008759	-1.935250
0.008760	-1.794921
0.008761	-1.601908
0.008762	-1.375867
0.008763	-1.135005
0.008764	-0.892047
0.008765	-0.656824
0.008766	-0.436261
0.008767	-0.233421
0.008768	-0.049753
0.008769	0.113776
0.008770	0.258455
0.008771	0.384928
0.008772	0.496257
0.008773	0.593569
0.008774	0.679281
0.008775	0.756293
0.008776	0.826216
0.008777	0.891467
0.008778	0.953495
0.008779	1.015201
0.008780	1.077069
0.008781	1.141836
0.008782	1.210148
0.008783	1.283455
0.008784	1.362239
0.008785	1.446180
0.008786	1.534953
0.008787	1.626305
0.008788	1.719106
0.008789	1.808041
0.008790	1.888276
0.008791	1.952239
0.008792	1.991228
0.008793	1.993806
0.008794	1.948533
0.008795	1.842036
0.008796	1.663361
0.008797	1.402195
0.008798	1.054352
0.008799	0.622408
0.008800	0.121671
0.008801	-0.421116
0.008802	-0.963581
0.008803	-1.481074
0.008804	-1.833910
0.008805	-1.995345
0.008806	-1.915111
0.008807	-1.567430
0.008808	-0.968898
0.008809	-0.188470
0.008810	0.653020
0.008811	1.399779
0.008812	1.885698
0.008813	1.978500
0.008814	1.619538
0.008815	0.859566
0.008816	-0.138203
0.008817	-1.119054
0.008818	-1.808455
0.008819	-1.988579
0.008820	-1.577902
0.008821	-0.677124
0.008822	0.446634
0.008823	1.437318
0.008824	1.962550
0.008825	1.836559
0.008826	1.089958
0.008827	-0.030742
0.008828	-1.142416
0.008829	-1.864200
0.008830	-1.950717
